keyword,singulars produced by CLIPS pattern Python library (https://www.clips.uantwerpen.be/pattern)
Men,man
Women,woman
Portraits,portrait
Flowers,flower
Textile Fragments,textile fragment
Athletes,athlete
Leaves,leaf
Utilitarian Objects,utilitarian object
Trees,tree
Baseball,baseball
Clothing and Accessories,clothing and accessory
Birds,bird
Human Figures,human figure
Inscriptions,inscription
Profiles,profile
Actresses,actress
Dresses,dress
Animals,animal
Buildings,building
Tools and Equipment,tools and equipment
Bowls,bowl
Dishes,dish
Landscapes,landscape
Houses,house
Writing Systems,writing system
Vases,vase
Architecture,architecture
Books,book
Decorative Elements,decorative element
Horse Riding,horse riding
Lace,lace
Bottles,bottle
Coat of Arms,coat of arm
Musical Instruments,musical instrument
Samples,sample
Seals,seal
Female Nudes,female nude
Boats,boat
Hats,hat
Bodies of Water,bodies of water
Cups,cup
Sculpture,sculpture
Horses,horse
Textiles,textile
Abstraction,abstraction
Heads,head
Girls,girl
Dogs,dog
Mythical Creatures,mythical creature
Boys,boy
Jewelry,jewelry
Christ,christ
Soldiers,soldier
Angels,angel
Jars,jar
Chairs,chair
Flags,flag
Beads,bead
Mountains,mountain
Shoes,shoe
Embroidery,embroidery
Pendants,pendant
Faces,face
Children,child
Swords,sword
Documents,document
Lions,lion
Weapons,weapon
Architectural Fragments,architectural fragment
Male Nudes,male nude
Hieroglyphs,hieroglyph
Ships,ship
Actors,actor
Saints,saint
Earrings,earring
Vase Fragments,vase fragment
Fans,fan
Cutlery,cutlery
Carriages,carriage
Insignia,insignium
Fish,fish
Christian Imagery,christian imagery
Cross,cros
Plants,plant
Coats,coat
Virgin Mary,virgin mary
Columns,column
Suits,suit
Working,working
Bridges,bridge
Hilts,hilt
Sword Guards,sword guard
Interiors,interior
Buddhism,buddhism
Streets,street
Dragons,dragon
Jugs,jug
Masks,mask
Scarabs,scarab
Necklaces,necklace
Crowd,crowd
Rings,ring
Tables,table
Writing Implements,writing implement
Infants,infant
Arches,arch
Ornament,ornament
Coins,coin
Madonna and Child,madonna and child
Lamps,lamp
Rivers,river
Armors,armor
Saucers,saucer
Amulets,amulet
Deer,deer
Fruit,fruit
Kings,king
Bracelets,bracelet
Firearms,firearm
Mirrors,mirror
Netsuke,netsuke
Ruins,ruin
Costumes,costume
Cities,city
Football,football
Boxing,boxing
Lighting,lighting
Satire,satire
Drinking Glasses,drinking glass
Undergarment,undergarment
Dancing,dancing
Diamonds,diamond
Butterflies,butterfly
Jackets,jacket
Design Elements,design element
Christianity,christianity
Arrowheads,arrowhead
Windows,window
Helmets,helmet
Tablets,tablet
Shields,shield
Churches,church
Jesus,jesu
Gods,god
Cars,car
Robes,robe
Candlesticks,candlestick
Cupid,cupid
Footwear,footwear
Arabic,arabic
Pins,pin
Civil War,civil war
Eagles,eagle
Beakers,beaker
Hills,hill
Funerary Objects,funerary object
nonrepresentationalart,nonrepresentationalart
Roses,rose
Reading,reading
Satyrs,satyr
Putti,puttus
Cows,cow
Insects,insect
Goddess,goddes
Teapots,teapot
Cuneiform,cuneiform
Military,military
Dancers,dancer
Boxes,box
Bulls,bull
Drums,drum
Spears,spear
Cartouches,cartouch
Hands,hand
Roads,road
Pitchers,pitcher
Capitals,capital
Battles,battle
Medallions,medallion
Crucifixion,crucifixion
Carpets and Rugs,carpets and rug
Flutes,flute
Clouds,cloud
World War I,world war i
Squares,square
Couples,couple
Stripes,stripe
Death,death
Cats,cat
Buttons,button
Gloves,glove
Ewers,ewer
Daggers,dagger
Trays,tray
Smoking,smoking
Musicians,musician
Purses,purse
Percussion Instruments,percussion instrument
Temples,temple
Knives,knife
Shirts,shirt
Saint John the Baptist,saint john the baptist
Necktie,necktie
Grapes,grape
Scarves,scarf
Journals,journal
Bow and Arrow,bow and arrow
Snakes,snake
Elephants,elephant
Buddha,buddha
Manuscripts,manuscript
Brooches,brooch
Signs,sign
Garlands,garland
Boots,boot
Seas,sea
Gardens,garden
Towers,tower
Belts,belt
Monkeys,monkey
Weights and Measures,weights and measure
Badges,badge
Buckles,buckle
Liturgical Objects,liturgical object
Geometric Patterns,geometric pattern
Doors,door
Military Equipment,military equipment
Palmettes,palmette
Coptic,coptic
Chess,ches
Greek Figures,greek figure
Games,game
Peacocks,peacock
Playing Cards,playing card
Generals,general
Emblems,emblem
Sports,sport
Sheep,sheep
Snow,snow
Roosters,rooster
Sleep,sleep
Goats,goat
Architectural Elements,architectural element
Clocks,clock
Chariots,chariot
Stairs,stair
Self-portraits,self-portrait
Hunting,hunting
Hinduism,hinduism
Feathers,feather
Fountains,fountain
Poetry,poetry
Venus,venu
Skirts,skirt
Street Scene,street scene
Playing,playing
Bodhisattva,bodhisattva
Music,music
Mothers,mother
Shells,shell
Ducks,duck
Drinking,drinking
Suffering,suffering
Skeletons,skeleton
Pants,pant
Pocket Watches,pocket watch
Horns,horn
Hercules,hercule
Gates,gate
Queens,queen
Monuments,monument
Doorways,doorway
Circles,circle
Tombs,tomb
Still Life,still life
Rabbits,rabbit
Donkeys,donkey
Cabinets,cabinet
Beds,bed
Pediments,pediment
Writing,writing
Moon,moon
Forests,forest
Lotuses,lotuse
Fireplaces,fireplace
Waterfalls,waterfall
Correspondence,correspondence
George Washington,george washington
Castles,castle
Cannons,cannon
Palaces,palace
Apostles,apostle
Parks,park
Façades,façade
Holy Family,holy family
Axes,axe
Sphinx,sphinx
Beaches,beach
Vests,vest
Skulls,skull
Incense Burners,incense burner
Shepherds,shepherd
Tigers,tiger
Urns,urn
Cranes,crane
Coverlets and Quilts,coverlets and quilt
Lakes,lake
Furniture,furniture
Chests,chest
Family,family
Air Transports,air transport
Fishing,fishing
Vines,vine
Sadness,sadnes
Friezes,frieze
Wreaths,wreath
Fashion,fashion
Tents,tent
Nymphs,nymph
Uniforms,uniform
Food,food
Cameos,cameo
Waves,wave
Paisley,paisley
Camels,camel
Navy,navy
Buildingsand Structures,buildingsand structure
Feet,foot
Burials,burial
Corsets,corset
Stars,star
Railways,railway
Chickens,chicken
Violins,violin
Swans,swan
Painting,painting
Tapestries,tapestry
Rams,ram
Jockeys,jockey
Zigzag Pattern,zigzag pattern
Bathing,bathing
Apollo,apollo
Villages,village
Spectators,spectator
Frogs,frog
Demons,demon
Vestments,vestment
Trumpets,trumpet
Harps,harp
Domes,dome
Docks,dock
Griffins,griffin
Dolls,doll
Walking,walking
Plaid Pattern,plaid pattern
Night,night
Jainism,jainism
Curtains,curtain
Seating Furniture,seating furniture
Bamboo,bamboo
Altars,altar
Army,army
Owls,owl
Candelabra,candelabra
Goblets,goblet
Trains,train
Chinoiserie,chinoiserie
Towns,town
Balconies,balcony
Coffeepots,coffeepot
Factories,factory
Decorative Designs,decorative design
Keys,key
Arrows,arrow
Riding,riding
Saint Peter,saint peter
Guitars,guitar
Bears,bear
Screens,screen
Lovers,lover
Mary Magdalene,mary magdalene
Fire,fire
Annunciation,annunciation
Monks,monk
Eros,ero
Military Clothing,military clothing
Boars,boar
Sun,sun
Pilasters,pilaster
Lutes,lute
Scrolls,scroll
Stools,stool
Grotesques,grotesque
Canals,canal
Sky,sky
Watches,watch
Serpents,serpent
Foxes,fox
Eyes,eye
Maps,map
Hotels,hotel
Parrots,parrot
Seascapes,seascape
Ladders,ladder
Saint Paul,saint paul
Basins,basin
Theatre,theatre
Couches,couch
Princes,prince
Turtles,turtle
Centaurs,centaur
Storage Furniture,storage furniture
Eve,eve
Taoism,taoism
Desks,desk
Dance,dance
Bats,bat
Tunics,tunic
Prisons,prison
Party,party
Obelisks,obelisk
Daily Life,daily life
Crescents,crescent
Markets,market
Saint Jerome,saint jerome
Peonies,peony
Triangles,triangle
Pigs,pig
Bedrooms,bedroom
Adam,adam
Winter,winter
Adoration of the Magi,adoration of the magi
Pianos,piano
Mythology,mythology
Transportation,transportation
Swimming,swimming
Saint Joseph,saint joseph
Falcons,falcon
Burial Grounds,burial ground
Bicycles,bicycle
Nativity,nativity
Bacchus,bacchu
Jupiter,jupiter
Diana,diana
Bobbins,bobbin
Farms,farm
Saint Catherine,saint catherine
Saint John the Evangelist,saint john the evangelist
Reliquaries,reliquary
Caryatids,caryatid
Corpses,corpse
Candles,candle
Dining,dining
Rain,rain
Mice,mouse
Hexagons,hexagon
Evening,evening
Crocodiles,crocodile
Bishops,bishop
Benjamin Franklin,benjamin franklin
Tureens,tureen
Mercury,mercury
Ladles,ladle
Dolphins,dolphin
Fluting,fluting
Monsters,monster
Clowns,clown
Historical Figures,historical figure
Globes,globe
Fortification,fortification
Popes,pope
Vegetables,vegetable
Storms,storm
Censers,censer
Artists,artist
Tea Caddy,tea caddy
Polka-Dot Pattern,polka-dot pattern
Hair,hair
Courtyards,courtyard
Benches,bench
Strapwork,strapwork
Circus,circu
Leopards,leopard
Coffins,coffin
Worshiping,worshiping
Punishment,punishment
Love,love
Poets,poet
Palms,palm
Gingham Pattern,gingham pattern
Windmills,windmill
Neptune,neptune
Psyche,psyche
Athena,athena
Adoration of the Sheperds,adoration of the sheperd
Landforms,landform
Cornucopia,cornucopium
Wars,war
Contemplation,contemplation
Chalices,chalice
Crabs,crab
Prisoners,prisoner
Moses,mosis
David,david
Bow Ties,bow ty
Roofs,roof
Horus,horu
Greek Deities,greek deity
Entombment,entombment
Bagpipes,bagpipe
Anklet,anklet
Servants,servant
Mars,mar
Dragonflies,dragonfly
Dionysus,dionysu
Princesses,princess
Living Rooms,living room
Spring,spring
Performance,performance
Apples,apple
Trophies,trophy
Barns,barn
Knights,knight
Gadrooning,gadrooning
Doves,dove
Diadems,diadem
Lambs,lamb
Hammers,hammer
Fireworks,firework
Fear,fear
Vishnu,vishnu
Swimwear,swimwear
Saint Francis,saint franci
Krishna,krishna
Autumn,autumn
Muses,muse
Buffalos,buffalo
Avalokiteshvara,avalokiteshvara
Unicorns,unicorn
Quran,quran
Schools,school
Museums,museum
Saint Anne,saint anne
Pheasants,pheasant
Calendars,calendar
Alexander The Great,alexander the great
Shiva,shiva
Isis,isi
Devil,devil
Caves,cave
Admirals,admiral
Shakespeare,shakespeare
Mosques,mosque
Minerva,minerva
Aphrodite,aphrodite
Pegasus,pegasu
Squirrels,squirrel
Apocalypse,apocalypse
Abraham,abraham
Farmers,farmer
Crowns,crown
Acanthus,acanthu
Advertisements,advertisement
Sailors,sailor
Lamentation,lamentation
Judith,judith
Entertainment,entertainment
Wells,well
Saint George,saint george
Railway Stations,railway station
Juno,juno
Funerals,funeral
World War II,world war ius
Toys,toy
Chevrons,chevron
Triton,triton
Mandolins,mandolin
Lobsters,lobster
Bes,be
Snails,snail
Sarcophagus,sarcophagu
Maenads,maenad
Fences,fence
Ceremony,ceremony
Roman Deities,roman deity
Mermaids,mermaid
Last Supper,last supper
Happiness,happiness
Egg and Dart,egg and dart
Doctors,doctor
Commodes,commode
Body Parts,body part
Taweret,taweret
Summer,summer
Pomegranates,pomegranate
Photography,photography
Deserts,desert
Archangel Gabriel,archangel gabriel
Volcanoes,volcano
Restaurants,restaurant
Lizards,lizard
Zodiac,zodiac
Students,student
Saint Matthew,saint matthew
Saint Anthony,saint anthony
Medusa,medusa
Illness,illnes
Fauns,faun
Execution,execution
Sibyl,sibyl
Kitchens,kitchen
Saint Christopher,saint christopher
Morning,morning
Headrests,headrest
Watermills,watermill
Saint Michael,saint michael
Ponds,pond
Murals,mural
Egyptian Mythology,egyptian mythology
Violas,viola
Scorpions,scorpion
Hathor,hathor
Dice,dice
Louis XIV,louis xiv
Silenus,silenu
Last Judgement,last judgement
Bees,bee
Washing,washing
Lilies,lily
Kettles,kettle
Hawks,hawk
Eggs,egg
Trucks,truck
Julius Caesar,julius caesar
Fathers,father
Buddhist Religious Figures,buddhist religious figure
Acrobats,acrobat
Assumption of the Virgin,assumption of the virgin
Tea Drinking,tea drinking
Peaches,peach
Holofernes,holoferne
Hermes,herme
Singers,singer
Chinese,chinese
Vulcan,vulcan
Libraries,library
Abraham Lincoln,abraham lincoln
Wagons,wagon
Rowing,rowing
Pigeons,pigeon
Industry,industry
Aeneas,aenea
Zeus,zeu
Running,running
Nike,nike
Hospitals,hospital
Dressing,dressing
Cypresses,cypress
Baptism of Christ,baptism of christ
Anger,anger
Sundials,sundial
Prisms,prism
Police,polouse
Oaks,oak
Drunkenness,drunkennes
Ceres,cere
Birth,birth
Adonis,adoni
Acorns,acorn
Carts,cart
Singing,singing
Samson,samson
Poppies,poppy
Perseus,perseu
Occupations,occupation
Napoleon I,napoleon i
Bacchantes,bacchante
Tulips,tulip
Ovals,oval
Literature,literature
Teachers,teacher
Octagons,octagon
Massacres,massacre
Genre Scene,genre scene
Drawing,drawing
Daisies,daisy
Pyramids,pyramid
Mummies,mummy
Emperor Augustus,emperor augustu
Bread,bread
Billiards,billiard
Orpheus,orpheu
Maitreya,maitreya
Gardeners,gardener
Descent from the Cross,descent from the cros
Croziers,crozier
Breasts,breast
Places of Worship,places of worship
Merchants,merchant
Manjushri,manjushrus
Abbies,abby
Organs,organ
Lockets,locket
Inns,inn
Harpsichords,harpsichord
Cleopatra,cleopatra
Artemis,artemi
Agriculture,agriculture
Scales,scale
Sailing,sailing
Oceans,ocean
Europa,europa
Dawn,dawn
Pears,pear
Pastoral,pastoral
Lightning,lightning
Ganesha,ganesha
Dining Rooms,dining room
Tricorns,tricorn
Cooking Containers,cooking container
Christmas,christmas
Saint Lawrence,saint lawrence
Rosaries,rosary
Ice Skating,ice skating
Durga,durga
Cloisters,cloister
Ariadne,ariadne
Ancient Greek,ancient greek
Amazons,amazon
Wine,wine
Wind,wind
Science,science
Saint Mark,saint mark
Money,money
Cellos,cello
Anubis,anubi
Warehouses,warehouse
Trombones,trombone
Rectangles,rectangle
Leda,leda
Hot Air Balloons,hot air balloon
Buses,bus
Victory,victory
Madonna,madonna
Easter,easter
Tunnels,tunnel
Geese,goose
Floods,flood
Dressers,dresser
Cradles,cradle
Cauldrons,cauldron
Bathrooms,bathroom
Streetcars,streetcar
Shakyamuni,shakyamuni
Geometry,geometry
Demonstrations,demonstration
Amun,amun
Telescopes,telescope
Tabernacles,tabernacle
Religious Events,religious event
Rainbows,rainbow
Orchids,orchid
Opera,opus
Military Transport,military transport
Subways,subway
Ritual Objects,ritual object
Hell,hell
Fires,fire
Bible,bible
Taverns,tavern
Sunflowers,sunflower
Post Offices,post office
Pens,pen
Octopus,octopu
Japanese,japanese
Galatea,galatea
Astronomy,astronomy
Abel,abel
Tennis,tenni
Sewing,sewing
Mouths,mouth
Medals,medal
Hieratic,hieratic
Helen,helen
Cain,cain
Water Lilies,water lily
Turkeys,turkey
Theseus,theseu
Slavery,slavery
Saturn,saturn
Magicians,magician
Lemons,lemon
Islam,islam
Elections,election
Demotic,demotic
Cones,cone
Blacksmiths,blacksmith
American Revolution,american revolution
Whales,whale
Poseidon,poseidon
Philosophers,philosopher
Narcissus,narcissu
Ensembles,ensemble
Civil Unrest,civil unrest
Cherries,cherry
Cathedrals,cathedral
Baptismal Fonts,baptismal font
Strawberries,strawberry
Religious Texts,religious text
Parvati,parvatus
Fairies,fairy
Air Force,air force
Accordions,accordion
Shipwrecks,shipwreck
Law,law
Celestial Bodies,celestial body
Spheres,sphere
Samurai,samurai
Mathematics,mathematics
Human Anatomy,human anatomy
Gambling,gambling
Cheetahs,cheetah
Television,television
Old Testament,old testament
Innocence,innocence
Vessels,vessel
Pinecones,pinecone
Napoleon III,napoleon iius
Magic,magic
Heaven,heaven
Funerary Monuments,funerary monument
Deities,deity
Concerts,concert
Bathsheba,bathsheba
Andromeda,andromeda
Amphitheatres,amphitheatre
Trojan War,trojan war
Pelicans,pelican
Open Spaces,open space
Mihrabs,mihrab
Jason,jason
Brahma,brahma
Motorcycles,motorcycle
Judas,juda
Elizabeth I,elizabeth i
Eggplants,eggplant
Cylinders,cylinder
Chaises,chaise
Shintō,shintō
Seasons,season
Olive Trees,olive tree
Nose Rings,nose ring
Medicine,medicine
Joshua,joshua
Ice,ice
Hourglasses,hourglass
Government,government
Esther,esther
Education,education
Diogenes,diogene
Bakers,baker
Actaeon,actaeon
Sekhmet,sekhmet
Nero,nero
Medea,medea
Keyboards,keyboard
Job,job
Fog,fog
Cubes,cube
Archery,archery
Vajrapani,vajrapani
Socrates,socrate
Sledging,sledging
Phoenician,phoenician
Midas,mida
Henry VIII,henry viius
Christopher Columbus,christopher columbu
Butchers,butcher
Bubbles,bubble
Architects,architect
Public Services,public service
Prostitutes,prostitute
Phoenix,phoenix
Pentecost,pentecost
New Testament,new testament
Iphigenia,iphigenium
Human Expressionsand Emotions,human expressionsand emotion
Hermaphrodites,hermaphrodite
Double Basses,double bass
Burial Rites,burial rite
Balloons,balloon
Argonauts,argonaut
Stadiums,stadium
Religionand Belief,religionand belief
Minotaurs,minotaur
Judaism,judaism
Film,film
Conflictsand Warfare,conflictsand warfare
Cheese,cheese
Botany,botany
Pygmalion,pygmalion
Planets,planet
Philip IV,philip iv
Onions,onion
Nefertiti,nefertitus
Joan of Arc,joan of arc
Hippos,hippo
Hearts,heart
Carrots,carrot
Bells,bell
Astrology,astrology
Scientists,scientist
Recreational Activities,recreational activity
Martin Luther,martin luther
Mark Antony,mark antony
Latin,latin
Hindu Religious Figures,hindu religious figure
Crypts,crypt
Visitation,visitation
Potatoes,potato
Persian,persian
Natural Disasters,natural disaster
Knitting,knitting
Herbs,herb
Emperors,emperor
Economy,economy
Bearing the Cross,bearing the cros
Ares,are
Andromache,andromache
Ambulances,ambulance
Urban,urban
Tomatoes,tomato
Thomas Jefferson,thomas jefferson
Spiders,spider
Saint Leonard,saint leonard
Pentagons,pentagon
Oedipus,oedipu
Homer,homer
Drinking Vessels,drinking vessel
Astronomers,astronomer
Aristotle,aristotle
Akshobhya,akshobhya
Violets,violet
Taxis,taxi
Synagogues,synagogue
Streams,stream
Reservoirs,reservoir
Peace,peace
Leisure,leisure
Elms,elm
Tractors,tractor
Rattles,rattle
Rats,rat
Planes,plane
Persephone,persephone
Ox,ox
Ovid,ovid
Nonrepresentational Art,nonrepresentational art
Louis XVI,louis xvus
Infrastructure,infrastructure
Historical Events,historical event
Greek Mythology,greek mythology
Earthquakes,earthquake
Diaries,diary
Chemistry,chemistry
Arms,arm
Amoghasiddhi,amoghasiddhi
Tutankhamun,tutankhamun
Radha,radha
Pan,pan
Orion,orion
Norse Mythology,norse mythology
Nature,nature
Medical Equipment,medical equipment
Marie Antoinette,marie antoinette
Hurricanes,hurricane
Herakles,herakle
French Revolution,french revolution
Demeter,demeter
Cyrillic,cyrillic
Catharine de Medici,catharine de medicus
Banners,banner
Art,art
Armed Conflicts,armed conflict
Aramaic,aramaic
Achilles,achille
Weddings,wedding
Turkish,turkish
Tiles,tile
Sofas,sofa
Sample Books,sample book
Needlework,needlework
Hecate,hecate
Harvesting,harvesting
Goliath,goliath
Games and Toys,games and toy
Ferdinand IV,ferdinand iv
Delilah,delilah
Chocolate pots,chocolate pot
Charles IX,charles ix
Charles II,charles ius
Chapels,chapel
Calypso,calypso
Blouses,blouse
Baboons,baboon
Armed Forces,armed force